ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463354,Male,Yes,53,Yes,Executive,4,High,4,Cat_6,D
464199,Male,Yes,25,Yes,Artist,8,Low,2,Cat_7,A
462417,Male,No,30,No,Healthcare,4,Low,4,Cat_6,D
459451,Female,Yes,46,Yes,Artist,0,Low,2,Cat_6,C
461621,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6,C
459502,Female,Yes,47,Yes,Artist,1,Average,3,Cat_6,C
465521,Female,Yes,47,Yes,Artist,1,Average,2,Cat_7,C
460180,Female,Yes,27,Yes,Marketing,11,Average,2,Cat_6,A
463859,Male,Yes,39,Yes,Artist,6,Average,2,Cat_6,C
464845,Male,Yes,30,No,Engineer,1,Average,3,Cat_4,A
460979,Male,Yes,84,No,Lawyer,1,Low,1,Cat_6,A
466822,Female,Yes,42,Yes,Entertainment,0,Average,4,Cat_3,B
467950,Female,No,38,Yes,Entertainment,0,Low,2,Cat_6,D
466730,Female,Yes,38,Yes,Engineer,3,Low,2,Cat_6,A
459027,Male,Yes,67,Yes,Doctor,1,Average,4,Cat_6,B
465473,Female,No,55,Yes,Artist,3,Low,1,Cat_6,A
466884,Female,Yes,42,No,Doctor,1,Low,1,Cat_6,A
463219,Male,Yes,50,No,Entertainment,0,Low,2,Cat_6,D
459092,Male,Yes,60,Yes,Executive,0,High,4,Cat_6,B
464315,Male,Yes,71,No,Executive,1,Average,2,Cat_6,C
466337,Female,Yes,41,No,Engineer,0,Low,2,Cat_4,A
464012,Female,Yes,75,Yes,Lawyer,3,High,2,Cat_6,A
464298,Male,No,26,No,Doctor,1,Low,1,Cat_6,A
459089,Male,No,19,No,Artist,9,Low,7,Cat_7,B
465371,Female,No,43,Yes,Artist,0,Low,1,Cat_6,A
462815,Male,Yes,84,No,Lawyer,1,Low,1,Cat_6,A
465902,Male,No,25,Yes,Executive,3,Low,3,Cat_6,D
460742,Male,No,52,Yes,Artist,0,Low,3,Cat_6,B
459938,Male,No,61,Yes,Artist,1,Low,1,Cat_6,B
462455,Male,No,20,No,Healthcare,1,Low,5,Cat_2,D
461546,Female,Yes,72,No,Lawyer,1,Low,3,Cat_6,A
466577,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,D
461208,Female,No,32,Yes,Homemaker,5,Low,1,Cat_6,D
465053,Male,Yes,82,Yes,Executive,0,High,2,Cat_6,C
466409,Male,Yes,51,Yes,Artist,0,Average,5,Cat_6,C
460159,Female,No,18,No,Entertainment,1,Low,7,Cat_2,B
462230,Male,No,23,No,Healthcare,1,Low,8,Cat_4,D
462064,Male,Yes,58,Yes,Artist,0,Average,3,Cat_7,C
467790,Male,No,21,No,Healthcare,1,Low,6,Cat_6,D
464512,Male,Yes,43,No,Executive,8,Low,3,Cat_6,A
466706,Male,Yes,67,Yes,Lawyer,0,Low,2,Cat_6,C
460283,Male,Yes,43,Yes,Doctor,14,Low,2,Cat_6,A
461124,Male,No,19,No,Healthcare,1,Low,8,Cat_4,D
459327,Male,No,50,No,Doctor,9,Low,3,Cat_6,D
460038,Female,No,36,Yes,Engineer,9,Low,5,Cat_6,D
459567,Male,Yes,48,Yes,Doctor,1,Average,2,Cat_6,C
460272,Female,No,86,Yes,Lawyer,1,Low,1,Cat_6,A
465179,Female,Yes,61,Yes,Artist,1,High,2,Cat_6,C
463980,Female,No,26,Yes,Artist,1,Low,9,Cat_6,C
462801,Male,Yes,38,Yes,Entertainment,9,Average,3,Cat_6,B
462342,Female,Yes,71,Yes,Lawyer,8,High,2,Cat_6,C
462477,Male,No,25,Yes,Entertainment,7,Low,3,Cat_6,A
464110,Male,Yes,58,Yes,Doctor,1,High,2,Cat_6,B
464541,Male,No,31,Yes,Doctor,1,Low,2,Cat_6,A
462505,Male,Yes,40,No,Executive,0,Low,4,Cat_4,D
464856,Female,No,42,Yes,Engineer,8,Low,3,Cat_4,A
460150,Male,No,19,No,Healthcare,0,Low,4,Cat_4,D
467762,Female,No,39,Yes,Engineer,0,Low,4,Cat_6,C
466027,Female,Yes,70,No,Engineer,7,Low,1,Cat_3,B
465479,Male,No,27,No,Artist,1,Low,1,Cat_4,D
462715,Female,Yes,55,Yes,Artist,1,High,4,Cat_6,B
465165,Male,No,61,Yes,Artist,0,Low,1,Cat_6,B
460056,Male,No,30,Yes,Healthcare,3,Low,5,Cat_1,C
467853,Female,Yes,63,Yes,Artist,1,Average,5,Cat_3,C
463668,Female,No,29,No,Engineer,0,Low,6,Cat_4,C
465615,Male,Yes,61,Yes,Artist,3,Average,2,Cat_6,C
464188,Female,No,33,No,Doctor,1,Low,3,Cat_6,D
462693,Female,No,35,Yes,Artist,1,Low,1,Cat_6,A
467552,Male,Yes,53,No,Executive,0,Average,4,Cat_6,C
460442,Male,Yes,37,Yes,Entertainment,0,Average,3,Cat_6,B
466712,Male,Yes,78,Yes,Lawyer,1,Low,1,Cat_6,B
461877,Female,No,38,Yes,Artist,7,Low,2,Cat_6,B
461838,Male,Yes,49,Yes,Artist,0,Low,1,Cat_6,C
466072,Female,No,23,No,Healthcare,1,Low,3,Cat_3,D
461409,Male,Yes,43,No,Artist,1,High,3,Cat_6,B
464102,Female,Yes,63,Yes,Artist,7,Average,3,Cat_6,C
462069,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,B
460731,Female,No,29,Yes,Artist,1,Low,3,Cat_6,C
463551,Male,Yes,46,Yes,Doctor,7,Average,2,Cat_6,C
461919,Male,No,38,Yes,Doctor,0,Low,3,Cat_6,A
467785,Male,Yes,43,No,Artist,1,Low,2,Cat_6,B
465622,Female,Yes,42,Yes,Artist,5,Low,2,Cat_6,C
462794,Male,No,27,No,Healthcare,10,Low,5,Cat_6,D
459445,Female,Yes,35,Yes,Artist,0,Average,3,Cat_6,C
462821,Male,No,18,No,Healthcare,0,Low,3,Cat_1,D
459718,Male,Yes,65,Yes,Executive,1,Low,1,Cat_6,B
462571,Male,Yes,50,Yes,Healthcare,1,Average,1,Cat_6,D
463330,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
464236,Female,Yes,62,Yes,Artist,1,High,2,Cat_6,B
467152,Male,Yes,43,No,Artist,8,Low,1,Cat_6,A
459297,Male,Yes,72,Yes,Executive,0,High,4,Cat_6,C
459635,Female,No,22,No,Healthcare,8,Low,4,Cat_6,D
461659,Female,Yes,52,Yes,Artist,0,Average,2,Cat_6,C
466142,Female,Yes,29,Yes,Entertainment,0,Average,2,Cat_6,A
461812,Male,Yes,30,No,Artist,9,High,6,Cat_2,A
460580,Female,Yes,27,No,Engineer,9,Low,2,Cat_3,D
462526,Female,Yes,46,Yes,Artist,3,Average,5,Cat_6,C
467589,Male,No,33,No,Entertainment,1,Low,1,Cat_6,D
461970,Female,No,38,Yes,Artist,9,Low,1,Cat_6,B
459899,Female,Yes,48,Yes,Artist,0,Low,4,Cat_6,C
460536,Male,No,33,No,Engineer,2,Low,4,Cat_3,D
465159,Male,Yes,57,No,Entertainment,0,Low,1,Cat_6,A
460249,Female,No,25,Yes,Entertainment,9,Low,2,Cat_6,A
467804,Female,Yes,43,Yes,Artist,1,Average,2,Cat_6,C
462376,Male,Yes,71,Yes,Executive,0,High,2,Cat_6,B
465620,Male,No,37,Yes,Artist,8,Low,3,Cat_6,C
465821,Female,No,28,No,Engineer,3,Low,7,Cat_4,A
461703,Female,Yes,29,Yes,Healthcare,0,Low,2,Cat_6,A
462135,Female,No,36,Yes,Healthcare,6,Low,3,Cat_2,D
466310,Female,Yes,40,Yes,Engineer,0,Average,2,Cat_6,B
465017,Male,Yes,52,Yes,Executive,1,High,4,Cat_6,C
467009,Female,No,29,No,Homemaker,2,Low,4,Cat_3,D
459439,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,A
464203,Male,No,56,Yes,Artist,2,Low,1,Cat_6,B
463474,Male,Yes,51,No,Artist,3,Average,2,Cat_6,C
466386,Male,Yes,65,Yes,Executive,1,Low,2,Cat_4,B
459606,Male,Yes,38,Yes,Artist,1,Average,3,Cat_6,C
461178,Male,Yes,33,No,Entertainment,1,Low,3,Cat_3,D
463686,Female,No,32,No,Artist,2,Low,4,Cat_2,A
460825,Male,No,30,Yes,Doctor,1,Low,3,Cat_4,D
460086,Male,Yes,50,No,Artist,1,Average,3,Cat_6,C
461227,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
465971,Male,Yes,57,Yes,Artist,0,Low,1,Cat_6,D
463541,Female,No,26,No,Healthcare,0,Low,3,Cat_5,B
465296,Female,Yes,76,Yes,Lawyer,5,High,3,Cat_6,A
466478,Female,Yes,51,Yes,Artist,0,Average,4,Cat_3,C
465975,Male,No,42,Yes,Artist,8,Low,1,Cat_6,A
463728,Female,Yes,30,No,Doctor,1,Average,6,Cat_6,B
459294,Male,No,23,No,Healthcare,9,Low,4,Cat_6,D
461033,Male,Yes,57,Yes,Doctor,5,Average,2,Cat_6,C
466600,Male,No,18,No,Healthcare,11,Low,1,Cat_4,D
464072,Male,Yes,49,Yes,Executive,1,Low,2,Cat_6,A
464410,Male,Yes,40,Yes,Artist,0,Average,2,Cat_6,C
459058,Male,No,40,Yes,Artist,1,Low,4,Cat_3,A
463580,Female,Yes,46,Yes,Engineer,1,Low,1,Cat_6,D
466983,Female,Yes,41,Yes,Artist,8,Average,2,Cat_6,C
461070,Male,Yes,46,Yes,Doctor,0,Low,3,Cat_3,D
460232,Male,No,22,No,Healthcare,8,Low,4,Cat_6,D
465073,Male,Yes,69,No,Executive,1,High,2,Cat_6,C
467937,Male,No,28,Yes,Doctor,0,Low,3,Cat_6,C
467958,Female,No,43,Yes,Doctor,0,Low,1,Cat_6,A
467649,Male,Yes,38,Yes,Doctor,0,Average,5,Cat_6,B
460772,Male,Yes,70,No,Entertainment,1,Low,1,Cat_6,A
460297,Female,Yes,46,Yes,Artist,8,Low,2,Cat_6,B
465989,Female,No,28,No,Healthcare,9,Low,2,Cat_6,D
465702,Male,No,32,Yes,Entertainment,1,Low,1,Cat_4,A
463849,Female,Yes,35,No,Artist,0,Low,2,Cat_6,B
467216,Female,No,26,Yes,Entertainment,1,Low,1,Cat_6,D
462137,Male,No,28,Yes,Doctor,1,Low,1,Cat_6,A
460241,Male,Yes,40,Yes,Artist,8,Average,2,Cat_6,C
461822,Male,Yes,37,Yes,Artist,9,High,2,Cat_6,C
466438,Female,No,42,Yes,Artist,0,Low,1,Cat_6,A
467085,Male,No,45,Yes,Entertainment,1,Low,2,Cat_6,A
459128,Female,Yes,78,No,Lawyer,0,High,3,Cat_6,B
462487,Male,Yes,61,Yes,Entertainment,2,Average,4,Cat_6,C
465114,Female,No,43,No,Doctor,4,Low,6,Cat_7,B
466073,Female,Yes,62,No,Engineer,8,High,2,Cat_4,A
465684,Female,No,47,Yes,Entertainment,0,Low,1,Cat_3,A
464782,Male,Yes,35,No,Marketing,0,Low,3,Cat_4,D
461417,Female,No,37,Yes,Doctor,1,Low,3,Cat_6,D
460727,Male,Yes,69,No,Executive,0,High,4,Cat_3,B
461403,Female,No,27,Yes,Healthcare,0,Low,4,Cat_6,D
459805,Female,Yes,45,No,Artist,4,Average,4,Cat_6,B
464668,Male,Yes,32,No,Healthcare,1,High,4,Cat_4,D
459141,Male,Yes,28,No,Artist,0,Average,2,Cat_6,D
462189,Female,No,25,No,Marketing,1,Low,4,Cat_4,B
461357,Male,No,28,Yes,Healthcare,0,Low,4,Cat_6,D
466269,Female,No,25,No,Healthcare,0,Low,4,Cat_2,D
459032,Male,No,21,No,Doctor,0,Low,3,Cat_6,A
462331,Female,No,31,No,Entertainment,0,Low,2,Cat_6,D
465313,Male,No,31,No,Entertainment,0,Low,3,Cat_6,B
463711,Female,Yes,68,Yes,Lawyer,3,Low,1,Cat_6,A
465864,Male,Yes,32,Yes,Entertainment,9,Average,2,Cat_6,D
459768,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
466688,Male,No,23,No,Healthcare,1,Low,3,Cat_4,D
464872,Male,Yes,42,Yes,Artist,1,Low,4,Cat_4,B
462202,Female,No,43,Yes,Entertainment,1,Low,4,Cat_4,A
464966,Male,Yes,59,No,Engineer,1,Low,2,Cat_4,A
466225,Male,No,19,No,Healthcare,0,Low,3,Cat_2,D
465727,Male,No,42,No,Marketing,1,Low,5,Cat_4,D
462379,Female,Yes,60,Yes,Artist,1,Average,3,Cat_6,C
467500,Female,Yes,32,Yes,Artist,4,High,2,Cat_6,C
462812,Female,No,29,No,Healthcare,0,Low,3,Cat_6,C
465580,Male,Yes,39,No,Executive,6,Average,2,Cat_4,D
464388,Female,No,30,No,Engineer,11,Low,1,Cat_4,D
463649,Male,No,22,No,Doctor,0,Low,4,Cat_6,B
462954,Female,Yes,48,Yes,Homemaker,12,Low,1,Cat_6,A
466394,Female,Yes,42,No,Entertainment,6,Average,5,Cat_6,A
460287,Male,Yes,53,Yes,Artist,0,Low,1,Cat_6,B
461992,Female,No,37,Yes,Doctor,1,Low,1,Cat_4,A
464127,Female,No,33,Yes,Healthcare,1,Low,5,Cat_2,B
463749,Male,No,23,No,Healthcare,1,Low,4,Cat_6,D
466539,Female,Yes,80,No,Lawyer,1,High,2,Cat_6,C
459229,Female,Yes,65,Yes,Lawyer,0,Average,4,Cat_6,B
463287,Male,Yes,50,Yes,Artist,1,Average,4,Cat_2,C
458992,Female,No,27,Yes,Marketing,0,Low,1,Cat_6,D
467486,Female,Yes,46,Yes,Engineer,1,Average,5,Cat_6,B
459670,Female,Yes,39,Yes,Entertainment,7,Average,2,Cat_6,B
463402,Male,No,19,No,Healthcare,7,Low,4,Cat_4,D
460436,Female,No,51,No,Entertainment,1,Low,1,Cat_6,A
464547,Male,No,41,Yes,Artist,0,Low,2,Cat_3,B
465563,Male,Yes,59,Yes,Entertainment,1,Average,5,Cat_3,B
459990,Male,Yes,37,Yes,Healthcare,1,Average,2,Cat_6,A
466582,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
461447,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6,C
459797,Male,Yes,66,Yes,Entertainment,0,Average,3,Cat_6,C
466655,Male,Yes,57,No,Executive,1,Low,2,Cat_6,C
460712,Male,Yes,80,Yes,Lawyer,0,Low,1,Cat_6,D
462021,Male,Yes,35,No,Engineer,1,Low,6,Cat_6,A
459003,Male,Yes,51,Yes,Doctor,0,High,5,Cat_4,C
466578,Male,No,45,No,Artist,2,Low,1,Cat_6,B
465374,Male,Yes,37,Yes,Entertainment,1,Average,3,Cat_4,C
459023,Female,No,18,No,Healthcare,0,Low,5,Cat_6,D
467867,Female,No,18,No,Healthcare,0,Low,4,Cat_4,D
464340,Male,Yes,67,Yes,Artist,1,High,2,Cat_6,B
461146,Male,Yes,56,Yes,Entertainment,0,Low,2,Cat_3,C
466581,Female,Yes,43,Yes,Artist,9,High,4,Cat_6,C
464900,Male,Yes,71,No,Lawyer,1,Low,2,Cat_4,D
461729,Female,Yes,41,Yes,Marketing,0,Low,3,Cat_6,D
459697,Female,Yes,77,No,Lawyer,0,High,3,Cat_6,A
460990,Male,No,22,No,Healthcare,1,Low,3,Cat_6,D
462814,Female,Yes,22,No,Engineer,8,Average,2,Cat_5,C
464674,Male,Yes,50,No,Artist,1,Average,5,Cat_4,B
465284,Female,No,31,No,Marketing,8,Low,4,Cat_6,D
459702,Female,Yes,62,Yes,Lawyer,1,Low,3,Cat_6,A
466002,Male,Yes,51,Yes,Doctor,1,High,2,Cat_3,C
467726,Male,Yes,82,Yes,Lawyer,0,High,2,Cat_6,C
463567,Male,Yes,40,Yes,Doctor,1,Average,2,Cat_6,B
460848,Male,Yes,53,No,Entertainment,10,Average,3,Cat_6,A
464482,Male,Yes,58,Yes,Artist,0,Low,1,Cat_6,C
464623,Male,Yes,35,Yes,Entertainment,9,High,2,Cat_2,A
460780,Female,No,30,Yes,Healthcare,1,Low,2,Cat_3,A
461669,Female,Yes,42,No,Engineer,0,Average,2,Cat_6,A
466227,Male,Yes,61,Yes,Artist,0,Average,5,Cat_6,C
466713,Female,Yes,69,Yes,Artist,1,High,4,Cat_6,C
461592,Male,Yes,29,Yes,Entertainment,0,Low,2,Cat_6,B
466851,Male,No,38,Yes,Healthcare,8,Low,1,Cat_6,A
467461,Female,Yes,45,Yes,Artist,8,High,3,Cat_6,B
462957,Male,Yes,58,No,Executive,1,High,5,Cat_6,B
464642,Female,Yes,26,Yes,Engineer,6,High,7,Cat_4,D
464984,Male,No,32,Yes,Artist,1,Low,1,Cat_6,D
459097,Male,Yes,88,Yes,Lawyer,0,High,2,Cat_6,A
464838,Male,No,19,No,Healthcare,0,Low,4,Cat_2,D
459384,Male,Yes,52,Yes,Artist,0,Average,3,Cat_6,C
462573,Male,Yes,59,Yes,Artist,0,Average,6,Cat_4,B
459266,Male,No,26,Yes,Healthcare,5,Low,5,Cat_6,D
466846,Male,No,18,No,Healthcare,2,Low,4,Cat_2,D
463343,Male,Yes,35,Yes,Artist,2,Low,3,Cat_2,B
462668,Female,No,41,Yes,Artist,2,Low,1,Cat_6,B
466591,Female,No,23,No,Healthcare,0,Low,4,Cat_6,D
463696,Female,No,48,Yes,Marketing,0,Low,1,Cat_7,A
463979,Female,Yes,48,Yes,Homemaker,1,High,2,Cat_2,C
460154,Male,No,29,Yes,Entertainment,8,Low,4,Cat_6,C
464333,Male,Yes,60,Yes,Executive,0,High,3,Cat_6,B
460683,Male,Yes,59,No,Entertainment,6,Average,3,Cat_3,B
467188,Male,Yes,55,Yes,Artist,2,Low,2,Cat_6,B
466546,Female,Yes,69,Yes,Lawyer,1,High,2,Cat_6,B
460914,Female,No,36,Yes,Artist,9,Low,2,Cat_6,C
466037,Female,No,53,No,Entertainment,1,Low,1,Cat_4,A
467379,Male,Yes,59,Yes,Entertainment,0,Average,2,Cat_6,B
461664,Male,Yes,62,Yes,Artist,0,Average,4,Cat_6,C
463091,Female,Yes,39,Yes,Homemaker,8,Low,1,Cat_6,D
465948,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,B
465734,Male,Yes,40,Yes,Artist,0,Low,3,Cat_1,A
463281,Male,Yes,25,No,Entertainment,3,Average,2,Cat_3,D
464943,Female,Yes,37,No,Engineer,1,Average,6,Cat_4,B
464145,Female,No,36,No,Engineer,14,Low,4,Cat_6,D
459509,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,D
459977,Female,No,41,Yes,Artist,4,Low,1,Cat_6,D
460933,Female,Yes,76,Yes,Lawyer,0,High,2,Cat_6,A
460815,Male,Yes,55,Yes,Artist,0,High,2,Cat_3,A
464103,Male,Yes,47,Yes,Artist,3,Average,2,Cat_6,B
460951,Female,Yes,55,No,Engineer,1,Average,7,Cat_6,A
460962,Male,Yes,55,Yes,Executive,9,High,4,Cat_6,C
461704,Male,Yes,30,Yes,Healthcare,1,Low,2,Cat_6,A
461448,Male,Yes,69,Yes,Doctor,0,High,3,Cat_6,C
461702,Female,Yes,53,Yes,Engineer,8,High,4,Cat_6,A
459030,Male,Yes,46,No,Executive,6,High,6,Cat_6,C
465753,Female,Yes,49,Yes,Artist,6,Low,2,Cat_6,C
462374,Male,Yes,37,Yes,Executive,0,High,4,Cat_6,B
465124,Female,Yes,29,Yes,Healthcare,6,Average,2,Cat_6,A
461780,Female,No,65,Yes,Lawyer,0,Low,5,Cat_6,A
459154,Male,Yes,88,Yes,Lawyer,0,High,2,Cat_6,A
467508,Female,No,25,No,Doctor,1,Low,3,Cat_6,B
464378,Female,Yes,40,Yes,Artist,9,Average,2,Cat_6,B
461863,Male,No,33,No,Doctor,2,Low,4,Cat_6,A
466416,Male,Yes,88,No,Executive,0,High,3,Cat_6,D
467575,Female,No,29,No,Engineer,1,Low,4,Cat_6,C
466883,Female,Yes,37,Yes,Artist,2,Average,2,Cat_6,B
462476,Male,Yes,45,Yes,Artist,4,Average,2,Cat_6,C
464349,Male,Yes,66,Yes,Artist,2,Low,1,Cat_6,C
467631,Male,Yes,72,Yes,Lawyer,3,High,2,Cat_6,C
463725,Male,Yes,46,Yes,Artist,1,Low,2,Cat_6,C
461128,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
460831,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
464452,Female,No,72,Yes,Lawyer,0,Low,1,Cat_6,C
463233,Male,Yes,50,No,Executive,0,Average,5,Cat_6,B
461553,Male,No,39,Yes,Artist,1,Low,3,Cat_7,A
464934,Male,Yes,77,No,Lawyer,1,Low,2,Cat_4,D
466014,Female,Yes,47,No,Engineer,0,High,2,Cat_4,A
464590,Female,No,27,Yes,Artist,14,Low,3,Cat_6,A
462913,Female,No,25,Yes,Artist,4,Low,5,Cat_6,C
467376,Female,Yes,47,Yes,Doctor,8,Average,2,Cat_6,C
464848,Male,Yes,35,No,Entertainment,1,Average,4,Cat_4,B
464998,Male,Yes,59,Yes,Artist,1,High,2,Cat_6,C
462663,Male,Yes,48,No,Entertainment,6,Average,5,Cat_4,B
466115,Male,Yes,37,No,Executive,1,Low,2,Cat_6,A
461991,Male,No,23,No,Doctor,0,Low,4,Cat_6,B
461482,Female,No,52,Yes,Artist,9,Low,1,Cat_6,C
464001,Male,Yes,59,Yes,Artist,0,Average,2,Cat_6,C
466889,Male,Yes,50,Yes,Executive,0,High,4,Cat_6,C
460512,Female,Yes,43,Yes,Engineer,0,High,4,Cat_3,A
460608,Male,No,19,No,Healthcare,6,Low,8,Cat_7,D
462740,Male,Yes,63,Yes,Artist,6,Low,1,Cat_6,B
467871,Female,No,29,No,Marketing,4,Low,3,Cat_6,B
461154,Male,No,21,No,Homemaker,0,Low,4,Cat_3,A
461845,Female,Yes,48,Yes,Doctor,1,Average,4,Cat_6,C
464688,Male,Yes,28,Yes,Doctor,0,Low,9,Cat_4,D
466436,Male,Yes,42,No,Doctor,0,Average,3,Cat_6,B
463855,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6,C
459275,Female,No,18,No,Doctor,2,Low,4,Cat_6,D
467768,Male,Yes,60,Yes,Doctor,0,Average,2,Cat_6,C
462264,Male,Yes,45,Yes,Entertainment,0,Average,4,Cat_6,C
463885,Male,Yes,51,Yes,Artist,1,Low,1,Cat_4,A
464939,Male,No,43,No,Entertainment,0,Low,1,Cat_4,D
462988,Female,Yes,27,Yes,Healthcare,9,High,2,Cat_6,D
466689,Male,No,28,Yes,Artist,8,Low,3,Cat_6,C
466674,Female,Yes,57,Yes,Artist,0,High,2,Cat_6,C
465868,Male,No,35,Yes,Artist,6,Low,3,Cat_6,D
459883,Male,No,63,Yes,Artist,0,Low,1,Cat_2,B
463846,Female,Yes,45,Yes,Artist,4,Low,1,Cat_6,C
465083,Male,Yes,56,No,Artist,1,Average,3,Cat_6,C
464293,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6,C
465372,Female,No,37,Yes,Entertainment,0,Low,1,Cat_6,A
466515,Male,Yes,52,No,Executive,9,Average,4,Cat_6,A
465795,Male,No,29,No,Entertainment,1,Low,4,Cat_4,C
466553,Male,Yes,39,Yes,Healthcare,1,Low,3,Cat_6,D
461270,Male,Yes,40,Yes,Artist,1,Low,1,Cat_3,A
462495,Male,Yes,84,No,Lawyer,0,High,2,Cat_6,A
466685,Female,No,19,No,Healthcare,0,Low,5,Cat_6,D
461881,Male,No,40,Yes,Artist,1,Low,1,Cat_6,A
467541,Male,Yes,43,Yes,Artist,1,High,3,Cat_6,A
465525,Female,Yes,38,Yes,Healthcare,3,Average,3,Cat_2,D
460563,Female,No,41,No,Healthcare,1,Low,2,Cat_1,C
462702,Male,Yes,51,No,Entertainment,1,Average,4,Cat_4,A
460860,Male,Yes,52,Yes,Artist,7,Average,4,Cat_6,B
461751,Female,Yes,63,Yes,Artist,1,Average,3,Cat_6,C
461343,Male,Yes,27,Yes,Artist,6,Average,2,Cat_6,B
461869,Male,Yes,87,Yes,Lawyer,0,Low,1,Cat_6,B
465595,Female,No,38,No,Engineer,0,Low,3,Cat_4,C
461476,Male,Yes,53,Yes,Artist,1,Average,4,Cat_2,C
465117,Female,Yes,73,Yes,Artist,1,High,2,Cat_6,C
465174,Female,Yes,70,Yes,Entertainment,1,High,2,Cat_6,B
462990,Female,No,25,Yes,Healthcare,3,Low,5,Cat_4,D
464243,Female,No,49,Yes,Artist,1,Low,2,Cat_6,C
467359,Male,Yes,41,Yes,Artist,6,Average,2,Cat_6,C
462995,Male,Yes,36,Yes,Artist,0,Average,5,Cat_6,C
462040,Male,No,19,No,Healthcare,5,Low,4,Cat_2,D
467776,Female,No,25,Yes,Doctor,0,Low,4,Cat_6,D
467485,Male,Yes,58,Yes,Lawyer,0,High,2,Cat_6,B
461443,Female,Yes,70,Yes,Artist,1,Average,2,Cat_6,C
459571,Female,Yes,53,Yes,Executive,0,High,4,Cat_6,C
460248,Female,No,33,Yes,Healthcare,7,Low,2,Cat_6,D
464407,Female,Yes,50,Yes,Healthcare,1,Low,3,Cat_6,D
462895,Male,No,32,No,Entertainment,1,Low,3,Cat_7,D
460688,Male,Yes,28,No,Doctor,5,Low,2,Cat_3,D
465784,Female,No,19,No,Healthcare,0,Low,4,Cat_3,D
467244,Male,No,26,Yes,Healthcare,0,Low,5,Cat_6,D
460047,Male,No,41,Yes,Entertainment,8,Low,2,Cat_6,A
465344,Female,Yes,71,Yes,Lawyer,0,High,2,Cat_6,C
461460,Male,Yes,43,Yes,Executive,7,High,3,Cat_6,B
460417,Female,Yes,51,Yes,Marketing,9,Low,1,Cat_6,A
464058,Male,Yes,86,Yes,Healthcare,0,Low,1,Cat_6,D
460939,Female,Yes,87,Yes,Lawyer,0,Low,2,Cat_6,B
462529,Female,Yes,42,Yes,Engineer,1,Low,2,Cat_6,B
464053,Female,Yes,38,No,Entertainment,4,Low,1,Cat_6,B
467855,Male,Yes,31,Yes,Engineer,1,Low,2,Cat_6,D
463384,Female,No,29,No,Marketing,1,Low,5,Cat_3,D
466942,Female,No,29,Yes,Healthcare,1,Low,4,Cat_6,D
459782,Male,Yes,58,Yes,Artist,6,Average,4,Cat_6,C
463245,Male,Yes,37,Yes,Entertainment,9,Average,2,Cat_6,A
465918,Female,No,39,Yes,Artist,5,Low,3,Cat_6,B
466367,Female,No,37,Yes,Doctor,5,Low,1,Cat_2,B
466605,Female,No,32,No,Healthcare,0,Low,4,Cat_3,B
463082,Male,No,32,Yes,Healthcare,9,Low,5,Cat_6,D
465013,Female,Yes,82,No,Lawyer,0,High,2,Cat_6,C
465116,Female,Yes,66,Yes,Artist,0,Low,2,Cat_6,C
466576,Female,No,20,No,Healthcare,0,Low,4,Cat_6,D
462344,Female,Yes,63,Yes,Artist,0,High,4,Cat_6,C
461456,Female,No,40,No,Marketing,0,Low,1,Cat_6,A
465906,Female,No,35,Yes,Artist,5,Low,1,Cat_6,A
466812,Male,No,31,No,Homemaker,14,Low,1,Cat_6,D
461371,Male,Yes,37,Yes,Doctor,0,Average,2,Cat_6,A
462122,Male,Yes,42,No,Entertainment,6,Low,3,Cat_6,B
467064,Male,Yes,36,No,Doctor,0,Average,2,Cat_7,A
462445,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D
467311,Male,Yes,67,Yes,Lawyer,1,High,3,Cat_6,B
460081,Male,Yes,35,Yes,Artist,10,High,2,Cat_6,B
459686,Male,Yes,52,Yes,Artist,1,Low,1,Cat_6,C
466705,Male,Yes,69,No,Lawyer,0,Low,3,Cat_6,C
467157,Male,Yes,42,Yes,Executive,9,High,6,Cat_7,B
462411,Male,No,38,Yes,Artist,8,Low,1,Cat_6,A
467020,Male,Yes,80,Yes,Lawyer,0,High,3,Cat_6,B
463598,Female,Yes,32,No,Engineer,3,Low,2,Cat_6,C
462174,Female,Yes,40,Yes,Engineer,8,Average,4,Cat_4,D
463734,Male,Yes,38,No,Executive,0,Average,3,Cat_6,A
